,quantity
2018-01-28,2291.0
2018-01-29,2034.0
2018-01-30,2274.0
2018-01-31,2357.0
2018-02-01,3087.0
2018-02-02,3984.0
2018-02-03,4129.0
2018-02-04,2349.0
2018-02-05,2134.0
2018-02-06,2232.0
2018-02-07,2329.0
2018-02-08,2918.0
2018-02-09,3845.0
2018-02-10,3414.0
2018-02-11,1744.0
2018-02-12,2217.0
2018-02-13,5951.0
2018-02-14,10108.0
2018-02-15,3125.0
2018-02-16,3558.0
2018-02-17,3586.0
2018-02-18,1975.0
2018-02-19,1931.0
2018-02-20,2328.0
2018-02-21,2191.0
2018-02-22,2469.0
2018-02-23,3183.0
2018-02-24,3412.0
2018-02-25,2072.0
2018-02-26,2122.0
2018-02-27,1775.0
2018-02-28,1483.0
